iter	Passed	Remaining
797	1183	299
798	1184	297
799	1185	296
800	1186	294
801	1187	293
802	1189	291
803	1190	290
804	1191	288
805	1192	287
806	1193	285
807	1195	284
808	1196	282
809	1197	280
810	1198	279
811	1199	277
812	1201	276
813	1202	274
814	1203	273
815	1205	271
816	1206	270
817	1207	268
818	1208	267
819	1209	265
820	1210	264
821	1212	262
822	1213	260
823	1214	259
824	1215	257
825	1216	256
826	1218	254
827	1219	253
828	1220	251
829	1221	250
830	1223	248
831	1224	247
832	1225	245
833	1226	244
834	1227	242
835	1229	241
836	1230	239
837	1231	238
838	1232	236
839	1234	235
840	1235	233
841	1236	232
842	1237	230
843	1238	229
844	1240	227
845	1241	225
846	1242	224
847	1243	222
848	1244	221
849	1246	219
850	1247	218
851	1248	216
852	1249	215
853	1251	213
854	1252	212
855	1253	210
856	1254	209
857	1255	207
858	1257	206
859	1258	204
860	1259	203
861	1260	201
862	1261	200
863	1263	198
864	1264	197
865	1265	195
866	1266	194
867	1268	192
868	1269	191
869	1270	189
870	1271	188
871	1272	186
872	1273	185
873	1275	183
874	1276	182
875	1277	180
876	1278	179
877	1279	177
878	1281	176
879	1282	174
880	1283	173
881	1284	171
882	1285	170
883	1287	168
884	1288	167
885	1289	165
886	1290	164
887	1291	162
888	1292	161
889	1294	159
890	1295	158
891	1296	156
892	1298	155
893	1299	154
894	1300	152
895	1301	151
896	1302	149
897	1304	148
898	1305	146
899	1306	145
900	1307	143
901	1308	142
902	1310	140
903	1311	139
904	1316	138
905	1320	136
906	1322	135
907	1325	134
908	1327	132
909	1329	131
910	1331	130
911	1334	128
912	1336	127
913	1337	125
914	1339	124
915	1341	122
916	1342	121
917	1344	120
918	1345	118
919	1347	117
920	1348	115
921	1350	114
922	1351	112
923	1352	111
924	1353	109
925	1355	108
926	1356	106
927	1357	105
928	1358	103
929	1359	102
930	1360	100
931	1362	99
932	1363	97
933	1365	96
934	1366	94
935	1367	93
936	1369	92
937	1370	90
938	1371	89
939	1373	87
940	1374	86
941	1375	84
942	1376	83
943	1377	81
944	1379	80
945	1380	78
946	1381	77
947	1382	75
948	1384	74
949	1385	72
950	1386	71
951	1387	69
952	1388	68
953	1390	67
954	1391	65
955	1392	64
956	1393	62
957	1395	61
958	1396	59
959	1397	58
960	1398	56
961	1399	55
962	1401	53
963	1402	52
964	1403	50
965	1404	49
966	1405	47
967	1406	46
968	1407	45
969	1409	43
970	1410	42
971	1411	40
972	1412	39
973	1413	37
974	1414	36
975	1415	34
976	1417	33
977	1418	31
978	1419	30
979	1420	28
980	1421	27
981	1422	26
982	1424	24
983	1425	23
984	1426	21
985	1427	20
986	1428	18
987	1430	17
988	1431	15
989	1432	14
990	1433	13
991	1434	11
992	1436	10
993	1437	8
994	1438	7
995	1439	5
996	1440	4
997	1442	2
998	1443	1
999	1444	0
